"","id","x","y"
"2044",2044,340542.6963,8118857.678
"2045",2045,340543.6357,8118856.738
"2046",2046,340543.6357,8118856.738
"2047",2047,340544.5751,8118855.799
"2048",2048,340544.5751,8118855.799
"2049",2049,340545.5145,8118854.859
"2050",2050,340545.5145,8118854.859
"2051",2051,340546.4538,8118853.92
"2052",2052,340546.4538,8118853.92
"2053",2053,340547.3932,8118852.981
"2054",2054,340547.3932,8118852.981
"2055",2055,340548.3326,8118852.041
"2056",2056,340548.3326,8118852.041
"2057",2057,340549.272,8118851.102
"2058",2058,340549.272,8118851.102
"2059",2059,340550.2113,8118850.163
"2060",2060,340550.2113,8118850.163
"2061",2061,340551.1507,8118849.223
"2062",2062,340551.1507,8118849.223
"2063",2063,340552.0901,8118848.284
"2064",2064,340552.0901,8118848.284
"2065",2065,340553.0295,8118847.344
"2066",2066,340553.0295,8118847.344
"2067",2067,340553.9688,8118846.405
"2068",2068,340553.9688,8118846.405
"2069",2069,340554.9082,8118845.466
"2070",2070,340554.9082,8118845.466
"2071",2071,340555.8476,8118844.526
"2072",2072,340555.8476,8118844.526
"2073",2073,340556.787,8118843.587
"2074",2074,340556.787,8118843.587
"2075",2075,340557.7263,8118842.648
"2076",2076,340557.7263,8118842.648
"2077",2077,340558.6657,8118841.708
"2078",2078,340558.6657,8118841.708
"2079",2079,340559.6051,8118840.769
"2080",2080,340559.6051,8118840.769
"2081",2081,340560.5445,8118839.829
"2082",2082,340560.5445,8118839.829
"2083",2083,340561.4839,8118838.89
"2084",2084,340561.4839,8118838.89
"2085",2085,340562.4232,8118837.951
"2086",2086,340562.4232,8118837.951
"2087",2087,340563.3626,8118837.011
"2088",2088,340563.3626,8118837.011
"2089",2089,340564.302,8118836.072
"2090",2090,340564.302,8118836.072
"2091",2091,340565.2414,8118835.133
"2092",2092,340565.2414,8118835.133
"2093",2093,340566.1807,8118834.193
"2094",2094,340566.1807,8118834.193
"2095",2095,340567.1201,8118833.254
"2096",2096,340567.1201,8118833.254
"2097",2097,340568.0595,8118832.314
"2098",2098,340568.0595,8118832.314
"2099",2099,340568.9989,8118831.375
"2100",2100,340568.9989,8118831.375
"2101",2101,340569.9382,8118830.436
"2102",2102,340569.9382,8118830.436
"2103",2103,340570.8776,8118829.496
"2104",2104,340570.8776,8118829.496
"2105",2105,340571.817,8118828.557
"2106",2106,340571.817,8118828.557
"2107",2107,340572.7564,8118827.617
"2108",2108,340572.7564,8118827.617
"2109",2109,340573.6957,8118826.678
"2110",2110,340573.6957,8118826.678
"2111",2111,340574.6351,8118825.739
"2112",2112,340574.6351,8118825.739
"2113",2113,340575.5745,8118824.799
"2114",2114,340575.5745,8118824.799
"2115",2115,340576.5139,8118823.86
"2116",2116,340576.5139,8118823.86
"2117",2117,340577.4533,8118822.921
"2118",2118,340577.4533,8118822.921
"2119",2119,340578.3926,8118821.981
"2120",2120,340578.3926,8118821.981
"2121",2121,340579.332,8118821.042
"2122",2122,340579.332,8118821.042
"2123",2123,340580.2714,8118820.102
"2124",2124,340580.2714,8118820.102
"2125",2125,340581.2108,8118819.163
"2126",2126,340581.2108,8118819.163
"2127",2127,340582.1501,8118818.224
"2128",2128,340582.1501,8118818.224
"2129",2129,340583.0895,8118817.284
"2130",2130,340583.0895,8118817.284
"2131",2131,340584.0289,8118816.345
"2132",2132,340584.0289,8118816.345
"2133",2133,340584.9683,8118815.406
"2134",2134,340584.9683,8118815.406
"2135",2135,340585.9076,8118814.466
"2136",2136,340585.9076,8118814.466
"2137",2137,340586.847,8118813.527
"2138",2138,340586.847,8118813.527
"2139",2139,340587.7864,8118812.587
"2140",2140,340587.7864,8118812.587
"2141",2141,340588.7258,8118811.648
"2142",2142,340588.7258,8118811.648
"2143",2143,340589.6651,8118810.709
"2144",2144,340589.6651,8118810.709
"2145",2145,340590.6045,8118809.769
"2146",2146,340590.6045,8118809.769
"2147",2147,340592.4833,8118808.83
"2148",2148,340592.4833,8118808.83
"2149",2149,340594.362,8118807.891
"2150",2150,340594.362,8118807.891
"2151",2151,340596.2408,8118806.951
"2152",2152,340596.2408,8118806.951
"2153",2153,340598.1195,8118806.012
"2154",2154,340598.1195,8118806.012
"2155",2155,340599.9983,8118805.072
"2156",2156,340599.9983,8118805.072
"2157",2157,340601.877,8118804.133
"2158",2158,340601.877,8118804.133
"2159",2159,340603.7558,8118803.194
"2160",2160,340603.7558,8118803.194
"2161",2161,340605.6345,8118802.254
"2162",2162,340605.6345,8118802.254
"2163",2163,340607.5133,8118801.315
"2164",2164,340607.5133,8118801.315
"2165",2165,340609.392,8118800.376
"2166",2166,340609.392,8118800.376
"2167",2167,340611.2708,8118799.436
"2168",2168,340611.2708,8118799.436
"2169",2169,340613.1496,8118798.497
"2170",2170,340613.1496,8118798.497
"2171",2171,340615.0283,8118797.557
"2172",2172,340615.0283,8118797.557
"2173",2173,340616.9071,8118796.618
"2174",2174,340616.9071,8118796.618
"2175",2175,340618.7858,8118795.679
"2176",2176,340618.7858,8118795.679
"2177",2177,340620.6646,8118794.739
"2178",2178,340620.6646,8118794.739
"2179",2179,340622.5433,8118793.8
"2180",2180,340622.5433,8118793.8
"2181",2181,340624.4221,8118792.861
"2182",2182,340624.4221,8118792.861
"2183",2183,340626.3008,8118791.921
"2184",2184,340626.3008,8118791.921
"2185",2185,340628.1796,8118790.982
"2186",2186,340628.1796,8118790.982
"2187",2187,340630.0583,8118790.042
"2188",2188,340630.0583,8118790.042
"2189",2189,340631.9371,8118789.103
"2190",2190,340631.9371,8118789.103
"2191",2191,340633.8158,8118788.164
"2192",2192,340633.8158,8118788.164
"2193",2193,340635.6946,8118787.224
"2194",2194,340635.6946,8118787.224
"2195",2195,340637.5733,8118786.285
"2196",2196,340637.5733,8118786.285
"2197",2197,340639.4521,8118785.346
"2198",2198,340639.4521,8118785.346
"2199",2199,340641.3308,8118784.406
"2200",2200,340641.3308,8118784.406
"2201",2201,340643.2096,8118783.467
"2202",2202,340643.2096,8118783.467
"2203",2203,340645.0884,8118782.527
"2204",2204,340645.0884,8118782.527
"2205",2205,340646.9671,8118781.588
"2206",2206,340646.9671,8118781.588
"2207",2207,340648.8459,8118780.649
"2208",2208,340648.8459,8118780.649
"2209",2209,340650.7246,8118779.709
"2210",2210,340650.7246,8118779.709
"2211",2211,340651.664,8118778.77
"2212",2212,340651.664,8118778.77
"2213",2213,340652.6034,8118777.831
"2214",2214,340652.6034,8118777.831
"2215",2215,340653.5427,8118776.891
"2216",2216,340653.5427,8118776.891
"2217",2217,340654.4821,8118775.952
"2218",2218,340654.4821,8118775.952
"2219",2219,340655.4215,8118775.012
"2220",2220,340655.4215,8118775.012
"2221",2221,340656.3609,8118774.073
"2222",2222,340656.3609,8118774.073
"2223",2223,340657.3002,8118773.134
"2224",2224,340657.3002,8118773.134
"2225",2225,340658.2396,8118772.194
"2226",2226,340658.2396,8118772.194
"2227",2227,340659.179,8118771.255
"2228",2228,340659.179,8118771.255
"2229",2229,340660.1184,8118770.316
"2230",2230,340660.1184,8118770.316
"2231",2231,340661.0577,8118769.376
"2232",2232,340661.0577,8118769.376
"2233",2233,340661.9971,8118768.437
"2234",2234,340661.9971,8118768.437
"2235",2235,340662.9365,8118767.497
"2236",2236,340662.9365,8118767.497
"2237",2237,340663.8759,8118766.558
"2238",2238,340663.8759,8118766.558
"2239",2239,340664.8153,8118765.619
"2240",2240,340664.8153,8118765.619
"2241",2241,340665.7546,8118764.679
"2242",2242,340665.7546,8118764.679
"2243",2243,340666.694,8118763.74
"2244",2244,340666.694,8118763.74
"2245",2245,340667.6334,8118762.801
"2246",2246,340667.6334,8118762.801
"2247",2247,340668.5728,8118761.861
"2248",2248,340668.5728,8118761.861
"2249",2249,340669.5121,8118760.922
"2250",2250,340669.5121,8118760.922
"2251",2251,340670.4515,8118759.982
"2252",2252,340670.4515,8118759.982
"2253",2253,340671.3909,8118759.043
"2254",2254,340671.3909,8118759.043
"2255",2255,340672.3303,8118758.104
"2256",2256,340672.3303,8118758.104
"2257",2257,340673.2696,8118757.164
"2258",2258,340673.2696,8118757.164
"2259",2259,340674.209,8118756.225
"2260",2260,340674.209,8118756.225
"2261",2261,340675.1484,8118755.286
"2262",2262,340675.1484,8118755.286
"2263",2263,340676.0878,8118754.346
"2264",2264,340676.0878,8118754.346
"2265",2265,340677.0271,8118753.407
"2266",2266,340677.0271,8118753.407
"2267",2267,340677.9665,8118752.467
"2268",2268,340677.9665,8118752.467
"2269",2269,340678.9059,8118751.528
"2270",2270,340678.9059,8118751.528
"2271",2271,340679.8453,8118750.589
"2272",2272,340679.8453,8118750.589
"2273",2273,340680.7847,8118749.649
"2274",2274,340680.7847,8118749.649
"2275",2275,340683.6028,8118748.71
"2276",2276,340683.6028,8118748.71
"2277",2277,340686.4209,8118747.77
"2278",2278,340686.4209,8118747.77
"2279",2279,340689.239,8118746.831
"2280",2280,340689.239,8118746.831
"2281",2281,340692.0572,8118745.892
"2282",2282,340692.0572,8118745.892
"2283",2283,340694.8753,8118744.952
"2284",2284,340694.8753,8118744.952
"2285",2285,340697.6934,8118744.013
"2286",2286,340697.6934,8118744.013
"2287",2287,340700.5116,8118743.074
"2288",2288,340700.5116,8118743.074
"2289",2289,340703.3297,8118742.134
"2290",2290,340703.3297,8118742.134
"2291",2291,340706.1478,8118741.195
"2292",2292,340706.1478,8118741.195
"2293",2293,340708.9659,8118740.255
"2294",2294,340708.9659,8118740.255
"2295",2295,340711.7841,8118739.316
"2296",2296,340711.7841,8118739.316
"2297",2297,340714.6022,8118738.377
"2298",2298,340714.6022,8118738.377
"2299",2299,340717.4203,8118737.437
"2300",2300,340717.4203,8118737.437
"2301",2301,340720.2385,8118736.498
"2302",2302,340720.2385,8118736.498
"2303",2303,340723.0566,8118735.559
"2304",2304,340723.0566,8118735.559
"2305",2305,340725.8747,8118734.619
"2306",2306,340725.8747,8118734.619
"2307",2307,340728.6928,8118733.68
"2308",2308,340728.6928,8118733.68
"2309",2309,340731.511,8118732.74
"2310",2310,340731.511,8118732.74
"2311",2311,340734.3291,8118731.801
"2312",2312,340734.3291,8118731.801
"2313",2313,340737.1472,8118730.862
"2314",2314,340737.1472,8118730.862
"2315",2315,340739.9654,8118729.922
"2316",2316,340739.9654,8118729.922
"2317",2317,340742.7835,8118728.983
"2318",2318,340742.7835,8118728.983
"2319",2319,340745.6016,8118728.044
"2320",2320,340745.6016,8118728.044
"2321",2321,340748.4198,8118727.104
"2322",2322,340748.4198,8118727.104
"2323",2323,340751.2379,8118726.165
"2324",2324,340751.2379,8118726.165
"2325",2325,340754.056,8118725.225
"2326",2326,340754.056,8118725.225
"2327",2327,340756.8741,8118724.286
"2328",2328,340756.8741,8118724.286
"2329",2329,340759.6923,8118723.347
"2330",2330,340759.6923,8118723.347
"2331",2331,340762.5104,8118722.407
"2332",2332,340762.5104,8118722.407
"2333",2333,340765.3285,8118721.468
"2334",2334,340765.3285,8118721.468
"2335",2335,340768.1467,8118720.529
"2336",2336,340768.1467,8118720.529
"2337",2337,340770.9648,8118719.589
"2338",2338,340770.9648,8118719.589
"2339",2339,340772.8435,8118718.65
"2340",2340,340772.8435,8118718.65
"2341",2341,340774.7223,8118717.71
"2342",2342,340774.7223,8118717.71
"2343",2343,340776.601,8118716.771
"2344",2344,340776.601,8118716.771
"2345",2345,340778.4798,8118715.832
"2346",2346,340778.4798,8118715.832
"2347",2347,340780.3586,8118714.892
"2348",2348,340780.3586,8118714.892
"2349",2349,340782.2373,8118713.953
"2350",2350,340782.2373,8118713.953
"2351",2351,340784.1161,8118713.014
"2352",2352,340784.1161,8118713.014
"2353",2353,340785.9948,8118712.074
"2354",2354,340785.9948,8118712.074
"2355",2355,340787.8736,8118711.135
"2356",2356,340787.8736,8118711.135
"2357",2357,340789.7523,8118710.195
"2358",2358,340789.7523,8118710.195
"2359",2359,340791.6311,8118709.256
"2360",2360,340791.6311,8118709.256
"2361",2361,340793.5098,8118708.317
"2362",2362,340793.5098,8118708.317
"2363",2363,340795.3886,8118707.377
"2364",2364,340795.3886,8118707.377
"2365",2365,340797.2673,8118706.438
"2366",2366,340797.2673,8118706.438
"2367",2367,340799.1461,8118705.499
"2368",2368,340799.1461,8118705.499
"2369",2369,340801.0248,8118704.559
"2370",2370,340801.0248,8118704.559
"2371",2371,340802.9036,8118703.62
"2372",2372,340802.9036,8118703.62
"2373",2373,340804.7823,8118702.68
"2374",2374,340804.7823,8118702.68
"2375",2375,340806.6611,8118701.741
"2376",2376,340806.6611,8118701.741
"2377",2377,340808.5398,8118700.802
"2378",2378,340808.5398,8118700.802
"2379",2379,340810.4186,8118699.862
"2380",2380,340810.4186,8118699.862
"2381",2381,340812.2973,8118698.923
"2382",2382,340812.2973,8118698.923
"2383",2383,340814.1761,8118697.984
"2384",2384,340814.1761,8118697.984
"2385",2385,340816.0549,8118697.044
"2386",2386,340816.0549,8118697.044
"2387",2387,340817.9336,8118696.105
"2388",2388,340817.9336,8118696.105
"2389",2389,340819.8124,8118695.165
"2390",2390,340819.8124,8118695.165
"2391",2391,340821.6911,8118694.226
"2392",2392,340821.6911,8118694.226
"2393",2393,340823.5699,8118693.287
"2394",2394,340823.5699,8118693.287
"2395",2395,340825.4486,8118692.347
"2396",2396,340825.4486,8118692.347
"2397",2397,340827.3274,8118691.408
"2398",2398,340827.3274,8118691.408
"2399",2399,340829.2061,8118690.469
"2400",2400,340829.2061,8118690.469
"2401",2401,340831.0849,8118689.529
"2402",2402,340831.0849,8118689.529
"2403",2403,340832.9636,8118688.59
"2404",2404,340832.9636,8118688.59
"2405",2405,340834.8424,8118687.65
"2406",2406,340834.8424,8118687.65
"2407",2407,340836.7211,8118686.711
"2408",2408,340836.7211,8118686.711
"2409",2409,340838.5999,8118685.772
"2410",2410,340838.5999,8118685.772
"2411",2411,340840.4786,8118684.832
"2412",2412,340840.4786,8118684.832
"2413",2413,340842.3574,8118683.893
"2414",2414,340842.3574,8118683.893
"2415",2415,340844.2361,8118682.954
"2416",2416,340844.2361,8118682.954
"2417",2417,340846.1149,8118682.014
"2418",2418,340846.1149,8118682.014
"2419",2419,340847.9936,8118681.075
"2420",2420,340847.9936,8118681.075
"2421",2421,340849.8724,8118680.135
"2422",2422,340849.8724,8118680.135
"2423",2423,340851.7512,8118679.196
"2424",2424,340851.7512,8118679.196
"2425",2425,340853.6299,8118678.257
"2426",2426,340853.6299,8118678.257
"2427",2427,340855.5087,8118677.317
"2428",2428,340855.5087,8118677.317
"2429",2429,340857.3874,8118676.378
"2430",2430,340857.3874,8118676.378
"2431",2431,340859.2662,8118675.439
"2432",2432,340859.2662,8118675.439
"2433",2433,340861.1449,8118674.499
"2434",2434,340861.1449,8118674.499
"2435",2435,340863.0237,8118673.56
"2436",2436,340863.0237,8118673.56
"2437",2437,340864.9024,8118672.62
"2438",2438,340864.9024,8118672.62
"2439",2439,340866.7812,8118671.681
"2440",2440,340866.7812,8118671.681
"2441",2441,340868.6599,8118670.742
"2442",2442,340868.6599,8118670.742
"2443",2443,340870.5387,8118669.802
"2444",2444,340870.5387,8118669.802
"2445",2445,340872.4174,8118668.863
"2446",2446,340872.4174,8118668.863
"2447",2447,340874.2962,8118667.924
"2448",2448,340874.2962,8118667.924
"2449",2449,340876.1749,8118666.984
"2450",2450,340876.1749,8118666.984
"2451",2451,340878.0537,8118666.045
"2452",2452,340878.0537,8118666.045
"2453",2453,340879.9324,8118665.105
"2454",2454,340879.9324,8118665.105
"2455",2455,340881.8112,8118664.166
"2456",2456,340881.8112,8118664.166
"2457",2457,340883.69,8118663.227
"2458",2458,340883.69,8118663.227
"2459",2459,340885.5687,8118662.287
"2460",2460,340885.5687,8118662.287
"2461",2461,340887.4475,8118661.348
"2462",2462,340887.4475,8118661.348
"2463",2463,340889.3262,8118660.408
"2464",2464,340889.3262,8118660.408
"2465",2465,340891.205,8118659.469
"2466",2466,340891.205,8118659.469
"2467",2467,340892.1443,8118658.53
"2468",2468,340892.1443,8118658.53
"2469",2469,340893.0837,8118657.59
"2470",2470,340893.0837,8118657.59
"2471",2471,340894.0231,8118656.651
"2472",2472,340894.0231,8118656.651
"2473",2473,340894.9625,8118655.712
"2474",2474,340894.9625,8118655.712
"2475",2475,340895.9018,8118654.772
"2476",2476,340895.9018,8118654.772
"2477",2477,340896.8412,8118653.833
"2478",2478,340896.8412,8118653.833
"2479",2479,340897.7806,8118652.893
"2480",2480,340897.7806,8118652.893
"2481",2481,340898.72,8118651.954
"2482",2482,340898.72,8118651.954
"2483",2483,340899.6594,8118651.015
"2484",2484,340899.6594,8118651.015
"2485",2485,340900.5987,8118650.075
"2486",2486,340900.5987,8118650.075
"2487",2487,340901.5381,8118649.136
"2488",2488,340901.5381,8118649.136
"2489",2489,340902.4775,8118648.197
"2490",2490,340902.4775,8118648.197
"2491",2491,340903.4169,8118647.257
"2492",2492,340903.4169,8118647.257
"2493",2493,340904.3562,8118646.318
"2494",2494,340904.3562,8118646.318
"2495",2495,340905.2956,8118645.378
"2496",2496,340905.2956,8118645.378
"2497",2497,340906.235,8118644.439
"2498",2498,340906.235,8118644.439
"2499",2499,340907.1744,8118643.5
"2500",2500,340907.1744,8118643.5
"2501",2501,340908.1137,8118642.56
"2502",2502,340908.1137,8118642.56
"2503",2503,340909.0531,8118641.621
"2504",2504,340909.0531,8118641.621
"2505",2505,340909.9925,8118640.682
"2506",2506,340909.9925,8118640.682
"2507",2507,340910.9319,8118639.742
"2508",2508,340910.9319,8118639.742
"2509",2509,340911.8712,8118638.803
"2510",2510,340911.8712,8118638.803
"2511",2511,340912.8106,8118637.863
"2512",2512,340912.8106,8118637.863
"2513",2513,340913.75,8118636.924
"2514",2514,340913.75,8118636.924
"2515",2515,340914.6894,8118635.985
"2516",2516,340914.6894,8118635.985
"2517",2517,340915.6287,8118635.045
"2518",2518,340915.6287,8118635.045
"2519",2519,340916.5681,8118634.106
"2520",2520,340916.5681,8118634.106
"2521",2521,340917.5075,8118633.167
"2522",2522,340917.5075,8118633.167
"2523",2523,340918.4469,8118632.227
"2524",2524,340918.4469,8118632.227
"2525",2525,340919.3863,8118631.288
"2526",2526,340919.3863,8118631.288
"2527",2527,340920.3256,8118630.348
"2528",2528,340920.3256,8118630.348
"2529",2529,340921.265,8118629.409
"2530",2530,340921.265,8118629.409
"2531",2531,340925.0225,8118628.47
"2532",2532,340925.0225,8118628.47
"2533",2533,340928.78,8118627.53
"2534",2534,340928.78,8118627.53
"2535",2535,340932.5375,8118626.591
"2536",2536,340932.5375,8118626.591
"2537",2537,340936.295,8118625.652
"2538",2538,340936.295,8118625.652
"2539",2539,340940.0525,8118624.712
"2540",2540,340940.0525,8118624.712
"2541",2541,340943.81,8118623.773
"2542",2542,340943.81,8118623.773
"2543",2543,340947.5675,8118622.833
"2544",2544,340947.5675,8118622.833
"2545",2545,340951.3251,8118621.894
"2546",2546,340951.3251,8118621.894
"2547",2547,340955.0826,8118620.955
"2548",2548,340955.0826,8118620.955
"2549",2549,340958.8401,8118620.015
"2550",2550,340958.8401,8118620.015
"2551",2551,340962.5976,8118619.076
"2552",2552,340962.5976,8118619.076
"2553",2553,340966.3551,8118618.137
"2554",2554,340966.3551,8118618.137
"2555",2555,340970.1126,8118617.197
"2556",2556,340970.1126,8118617.197
"2557",2557,340973.8701,8118616.258
"2558",2558,340973.8701,8118616.258
"2559",2559,340977.6276,8118615.318
"2560",2560,340977.6276,8118615.318
"2561",2561,340981.3851,8118614.379
"2562",2562,340981.3851,8118614.379
"2563",2563,340985.1426,8118613.44
"2564",2564,340985.1426,8118613.44
"2565",2565,340988.9001,8118612.5
"2566",2566,340988.9001,8118612.5
"2567",2567,340992.6576,8118611.561
"2568",2568,340992.6576,8118611.561
"2569",2569,340996.4151,8118610.622
"2570",2570,340996.4151,8118610.622
"2571",2571,341000.1726,8118609.682
"2572",2572,341000.1726,8118609.682
"2573",2573,341003.9301,8118608.743
"2574",2574,341003.9301,8118608.743
"2575",2575,341007.6876,8118607.803
"2576",2576,341007.6876,8118607.803
"2577",2577,341011.4451,8118606.864
"2578",2578,341011.4451,8118606.864
"2579",2579,341015.2026,8118605.925
"2580",2580,341015.2026,8118605.925
"2581",2581,341018.9602,8118604.985
"2582",2582,341018.9602,8118604.985
"2583",2583,341022.7177,8118604.046
"2584",2584,341022.7177,8118604.046
"2585",2585,341026.4752,8118603.107
"2586",2586,341026.4752,8118603.107
"2587",2587,341030.2327,8118602.167
"2588",2588,341030.2327,8118602.167
"2589",2589,341033.9902,8118601.228
"2590",2590,341033.9902,8118601.228
"2591",2591,341037.7477,8118600.288
"2592",2592,341037.7477,8118600.288
"2593",2593,341041.5052,8118599.349
"2594",2594,341041.5052,8118599.349
"2595",2595,341042.4446,8118598.41
"2596",2596,341042.4446,8118598.41
"2597",2597,341043.3839,8118597.47
"2598",2598,341043.3839,8118597.47
"2599",2599,341044.3233,8118596.531
"2600",2600,341044.3233,8118596.531
"2601",2601,341045.2627,8118595.592
"2602",2602,341045.2627,8118595.592
"2603",2603,341046.2021,8118594.652
"2604",2604,341046.2021,8118594.652
"2605",2605,341047.1414,8118593.713
"2606",2606,341047.1414,8118593.713
"2607",2607,341048.0808,8118592.773
"2608",2608,341048.0808,8118592.773
"2609",2609,341049.0202,8118591.834
"2610",2610,341049.0202,8118591.834
"2611",2611,341049.9596,8118590.895
"2612",2612,341049.9596,8118590.895
"2613",2613,341050.8989,8118589.955
"2614",2614,341050.8989,8118589.955
"2615",2615,341051.8383,8118589.016
"2616",2616,341051.8383,8118589.016
"2617",2617,341052.7777,8118588.077
"2618",2618,341052.7777,8118588.077
"2619",2619,341053.7171,8118587.137
"2620",2620,341053.7171,8118587.137
"2621",2621,341054.6565,8118586.198
"2622",2622,341054.6565,8118586.198
"2623",2623,341055.5958,8118585.258
"2624",2624,341055.5958,8118585.258
"2625",2625,341056.5352,8118584.319
"2626",2626,341056.5352,8118584.319
"2627",2627,341057.4746,8118585.258
"2628",2628,341057.4746,8118585.258
"2629",2629,341058.414,8118586.198
"2630",2630,341058.414,8118586.198
"2631",2631,341059.3533,8118587.137
"2632",2632,341059.3533,8118587.137
"2633",2633,341060.2927,8118588.077
"2634",2634,341060.2927,8118588.077
"2635",2635,341061.2321,8118589.016
"2636",2636,341061.2321,8118589.016
"2637",2637,341062.1715,8118589.955
"2638",2638,341062.1715,8118589.955
"2639",2639,341063.1108,8118590.895
"2640",2640,341063.1108,8118590.895
"2641",2641,341064.0502,8118591.834
"2642",2642,341064.0502,8118591.834
"2643",2643,341064.9896,8118592.773
"2644",2644,341064.9896,8118592.773
"2645",2645,341065.929,8118593.713
"2646",2646,341065.929,8118593.713
"2647",2647,341066.8683,8118594.652
"2648",2648,341066.8683,8118594.652
"2649",2649,341067.8077,8118595.592
"2650",2650,341067.8077,8118595.592
"2651",2651,341068.7471,8118596.531
"2652",2652,341068.7471,8118596.531
"2653",2653,341069.6865,8118597.47
"2654",2654,341069.6865,8118597.47
"2655",2655,341070.6259,8118598.41
"2656",2656,341070.6259,8118598.41
"2657",2657,341071.5652,8118599.349
"2658",2658,341071.5652,8118599.349
"2659",2659,341073.444,8118600.288
"2660",2660,341073.444,8118600.288
"2661",2661,341075.3227,8118601.228
"2662",2662,341075.3227,8118601.228
"2663",2663,341077.2015,8118602.167
"2664",2664,341077.2015,8118602.167
"2665",2665,341079.0802,8118603.107
"2666",2666,341079.0802,8118603.107
"2667",2667,341080.959,8118604.046
"2668",2668,341080.959,8118604.046
"2669",2669,341082.8377,8118604.985
"2670",2670,341082.8377,8118604.985
"2671",2671,341084.7165,8118605.925
"2672",2672,341084.7165,8118605.925
"2673",2673,341086.5953,8118606.864
"2674",2674,341086.5953,8118606.864
"2675",2675,341088.474,8118607.803
"2676",2676,341088.474,8118607.803
"2677",2677,341090.3528,8118608.743
"2678",2678,341090.3528,8118608.743
"2679",2679,341092.2315,8118609.682
"2680",2680,341092.2315,8118609.682
"2681",2681,341094.1103,8118610.622
"2682",2682,341094.1103,8118610.622
"2683",2683,341095.989,8118611.561
"2684",2684,341095.989,8118611.561
"2685",2685,341097.8678,8118612.5
"2686",2686,341097.8678,8118612.5
"2687",2687,341099.7465,8118613.44
"2688",2688,341099.7465,8118613.44
"2689",2689,341101.6253,8118614.379
"2690",2690,341101.6253,8118614.379
"2691",2691,341103.504,8118613.44
"2692",2692,341103.504,8118613.44
"2693",2693,341105.3828,8118612.5
"2694",2694,341105.3828,8118612.5
"2695",2695,341107.2615,8118611.561
"2696",2696,341107.2615,8118611.561
"2697",2697,341109.1403,8118610.622
"2698",2698,341109.1403,8118610.622
"2699",2699,341111.019,8118609.682
"2700",2700,341111.019,8118609.682
"2701",2701,341112.8978,8118608.743
"2702",2702,341112.8978,8118608.743
"2703",2703,341114.7765,8118607.803
"2704",2704,341114.7765,8118607.803
"2705",2705,341116.6553,8118606.864
"2706",2706,341116.6553,8118606.864
"2707",2707,341118.534,8118605.925
"2708",2708,341118.534,8118605.925
"2709",2709,341120.4128,8118604.985
"2710",2710,341120.4128,8118604.985
"2711",2711,341122.2916,8118604.046
"2712",2712,341122.2916,8118604.046
"2713",2713,341124.1703,8118603.107
"2714",2714,341124.1703,8118603.107
"2715",2715,341126.0491,8118602.167
"2716",2716,341126.0491,8118602.167
"2717",2717,341127.9278,8118601.228
"2718",2718,341127.9278,8118601.228
"2719",2719,341129.8066,8118600.288
"2720",2720,341129.8066,8118600.288
"2721",2721,341131.6853,8118599.349
"2722",2722,341131.6853,8118599.349
"2723",2723,341132.6247,8118598.41
"2724",2724,341132.6247,8118598.41
"2725",2725,341133.5641,8118597.47
"2726",2726,341133.5641,8118597.47
"2727",2727,341134.5034,8118596.531
"2728",2728,341134.5034,8118596.531
"2729",2729,341135.4428,8118595.592
"2730",2730,341135.4428,8118595.592
"2731",2731,341136.3822,8118594.652
"2732",2732,341136.3822,8118594.652
"2733",2733,341137.3216,8118593.713
"2734",2734,341137.3216,8118593.713
"2735",2735,341138.261,8118592.773
"2736",2736,341138.261,8118592.773
"2737",2737,341139.2003,8118591.834
"2738",2738,341139.2003,8118591.834
"2739",2739,341140.1397,8118590.895
"2740",2740,341140.1397,8118590.895
"2741",2741,341141.0791,8118589.955
"2742",2742,341141.0791,8118589.955
"2743",2743,341142.0185,8118589.016
"2744",2744,341142.0185,8118589.016
"2745",2745,341142.9578,8118588.077
"2746",2746,341142.9578,8118588.077
"2747",2747,341143.8972,8118587.137
"2748",2748,341143.8972,8118587.137
"2749",2749,341144.8366,8118586.198
"2750",2750,341144.8366,8118586.198
"2751",2751,341145.776,8118585.258
"2752",2752,341145.776,8118585.258
"2753",2753,341146.7153,8118584.319
"2754",2754,341146.7153,8118584.319
"2755",2755,341147.6547,8118583.38
"2756",2756,341147.6547,8118583.38
"2757",2757,341148.5941,8118582.44
"2758",2758,341148.5941,8118582.44
"2759",2759,341149.5335,8118581.501
"2760",2760,341149.5335,8118581.501
"2761",2761,341150.4728,8118580.562
"2762",2762,341150.4728,8118580.562
"2763",2763,341151.4122,8118579.622
"2764",2764,341151.4122,8118579.622
"2765",2765,341152.3516,8118578.683
"2766",2766,341152.3516,8118578.683
"2767",2767,341153.291,8118577.743
"2768",2768,341153.291,8118577.743
"2769",2769,341154.2303,8118576.804
"2770",2770,341154.2303,8118576.804
"2771",2771,341155.1697,8118575.865
"2772",2772,341155.1697,8118575.865
"2773",2773,341156.1091,8118574.925
"2774",2774,341156.1091,8118574.925
"2775",2775,341157.0485,8118573.986
"2776",2776,341157.0485,8118573.986
"2777",2777,341157.9879,8118573.046
"2778",2778,341157.9879,8118573.046
"2779",2779,341158.9272,8118572.107
"2780",2780,341158.9272,8118572.107
"2781",2781,341159.8666,8118571.168
"2782",2782,341159.8666,8118571.168
"2783",2783,341160.806,8118570.228
